Artist,Category,Streams,Revenue (USD),Country,Year,Most Popular Song,Subscription Type,Age Group,Danceability,Energy,Tempo,Valence
Post Malone,Pop,632658,28429.85,Brazil,2024,Speedometer,Free,45+,,,,
Post Malone,Pop,649687,36729.75,Brazil,2020,Hold My Breath,Premium,13-17,,,,
Post Malone,Pop,628367,34109.75,Japan,2024,Enough Is Enough,Premium,18-24,,,,
Post Malone,Pop,267914,17467.47,Japan,2022,Texas Tea,Premium,13-17,,,,
Post Malone,Pop,246447,8828.24,Spain,2021,Buyer Beware,Premium,18-24,,,,
Post Malone,Pop,505895,24956.24,South Africa,2024,Landmine,Free,18-24,,,,
Post Malone,Pop,487166,24404.57,Canada,2022,Green Thumb,Free,13-17,,,,
Post Malone,Pop,647128,21663.34,Italy,2019,Laugh It Off,Premium,35-44,,,,
Post Malone,Pop,906510,41578.34,South Africa,2022,Joy,Premium,13-17,,,,
Post Malone,Pop,850218,39272.43,Mexico,2021,Don't Understand,Free,18-24,,,,
Post Malone,Pop,162470,5868.97,Canada,2023,Something Real,Premium,45+,,,,
Post Malone,Pop,737753,40976.66,France,2020,Chemical,Free,35-44,,,,
Post Malone,Pop,671055,43984.45,Australia,2020,Novacandy,Free,35-44,,,,
Post Malone,Pop,906251,43421.15,Canada,2024,Mourning,Premium,18-24,,,,
Post Malone,Pop,127388,3941.87,Mexico,2023,Too Cool To Die,Premium,25-34,,,,
Post Malone,Pop,174590,8477.13,Brazil,2019,Sign Me Up,Free,13-17,,,,
Post Malone,Pop,685905,37877.11,France,2021,Socialite,Free,25-34,,,,
Post Malone,Pop,179066,10519.12,Italy,2021,Overdrive,Premium,45+,,,,
Post Malone,Pop,407447,23359.43,Australia,2021,Speedometer,Premium,18-24,,,,
Post Malone,Pop,595233,30337.61,Germany,2019,Hold My Breath,Free,18-24,,,,
Post Malone,Pop,222594,11471.04,France,2020,Enough Is Enough,Free,25-34,,,,
Post Malone,Pop,272980,12896.73,USA,2019,Texas Tea,Free,45+,,,,
Post Malone,Pop,278444,17710.14,South Africa,2022,Buyer Beware,Premium,35-44,,,,
Post Malone,Pop,368681,22281.25,Italy,2021,Landmine,Free,18-24,,,,
Post Malone,Pop,253198,13100.66,Germany,2023,Green Thumb,Free,35-44,,,,
Post Malone,Pop,867444,35006.57,France,2019,Laugh It Off,Free,25-34,,,,
Post Malone,Pop,951528,65980.18,Spain,2024,White Iverson,Free,13-17,,,,
Post Malone,Pop,670423,29107.32,Japan,2019,Congratulations (feat. Quavo),Free,18-24,,,,
Post Malone,Pop,493011,30421.87,Germany,2024,I Fall Apart,Free,35-44,,,,
Post Malone,Pop,110606,4590.41,Australia,2020,rockstar (feat. 21 Savage),Premium,45+,,,,
Post Malone,Pop,534355,30484.79,Germany,2020,Psycho (feat. Ty Dolla $ign),Free,35-44,,,,
Post Malone,Pop,735229,51144.63,USA,2021,Better Now,Premium,13-17,,,,
Post Malone,Pop,619927,29287.83,India,2022,Sunflower - Spider-Man: Into the Spider-Verse,Premium,18-24,,,,
Post Malone,Pop,696857,35671.84,Italy,2021,Circles,Premium,18-24,,,,
Post Malone,Pop,569559,25029.94,Brazil,2022,Wow.,Free,13-17,,,,
Post Malone,Pop,787001,32846.12,India,2020,Go Flex,Premium,35-44,,,,
Post Malone,Pop,184373,8836.04,South Africa,2022,Candy Paint,Free,25-34,,,,
Post Malone,Pop,435278,20020.56,USA,2021,Stay,Premium,25-34,,,,
Post Malone,Pop,713709,44653.35,Brazil,2023,Goodbyes (feat. Young Thug),Premium,35-44,,,,
Post Malone,Pop,350744,12785.27,Canada,2023,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Premium,45+,,,,
Post Malone,Pop,357669,20787.07,USA,2020,I Like You (A Happier Song) (with Doja Cat),Premium,35-44,,,,
Post Malone,Pop,460706,24895.75,Japan,2019,One Right Now (with The Weeknd),Premium,18-24,,,,
Post Malone,Pop,955321,52497.42,France,2020,Chemical,Premium,45+,,,,
Post Malone,Pop,341782,10968.11,Italy,2021,Mourning,Premium,13-17,,,,
Post Malone,Pop,418205,26572.15,UK,2023,Overdrive,Free,18-24,,,,
Post Malone,Pop,228571,13750.91,India,2021,Feeling Whitney,Free,18-24,,,,
Post Malone,Pop,138988,8759.49,Australia,2022,Reputation,Premium,13-17,,,,
Post Malone,Pop,489720,24800.4,USA,2023,Cooped Up (with Roddy Ricch),Free,35-44,,,,
Post Malone,Pop,195007,9320.75,Brazil,2021,Lemon Tree,Free,25-34,,,,
Post Malone,Pop,61475,3634.17,Canada,2023,Wrapped Around Your Finger,Premium,35-44,,,,
Post Malone,Pop,264900,12456.64,South Africa,2024,I Like You (A Happier Song) (with Doja Cat),Free,45+,,,,
Post Malone,Pop,467894,19789.55,South Korea,2019,I Cannot Be (A Sadder Song) (with Gunna),Free,45+,,,,
Post Malone,Pop,161239,8249.83,UK,2021,Insane,Free,45+,,,,
Post Malone,Pop,938950,35703.65,USA,2021,Love/Hate Letter To Alcohol (with Fleet Foxes),Premium,45+,,,,
Post Malone,Pop,182723,11927.67,Mexico,2019,Wasting Angels (with The Kid LAROI),Premium,13-17,,,,
Post Malone,Pop,712874,41306.91,Netherlands,2019,Euthanasia,Premium,13-17,,,,
Post Malone,Pop,259631,13856.86,South Africa,2019,When I’m Alone,Free,18-24,,,,
Post Malone,Pop,488827,16545.21,Germany,2023,Waiting For A Miracle,Free,25-34,,,,
Post Malone,Pop,414025,19316.32,Brazil,2022,One Right Now (with The Weeknd),Free,18-24,,,,
Post Malone,Pop,982620,48046.57,Japan,2024,"New Recording 12, Jan 3, 2020",Free,45+,,,,
Post Malone,Pop,990257,65942.77,Canada,2019,Waiting For Never,Premium,25-34,,,,
Post Malone,Pop,575323,18449.96,Italy,2020,Hateful,Free,13-17,,,,
Post Malone,Pop,476371,17318.25,Germany,2024,Reputation,Free,25-34,,,,
Post Malone,Pop,100622,3969.99,Netherlands,2022,Cooped Up (with Roddy Ricch),Free,25-34,,,,
Post Malone,Pop,989395,47126.64,Germany,2019,Lemon Tree,Free,18-24,,,,
Post Malone,Pop,766847,53374.74,Canada,2024,Wrapped Around Your Finger,Premium,18-24,,,,
Post Malone,Pop,474813,14655.1,India,2019,I Like You (A Happier Song) (with Doja Cat),Free,25-34,,,,
Post Malone,Pop,967585,49579.78,South Korea,2023,I Cannot Be (A Sadder Song) (with Gunna),Free,25-34,,,,
Post Malone,Pop,120300,6044.41,France,2024,Insane,Premium,13-17,,,,
Post Malone,Pop,876343,43331.57,Netherlands,2020,Love/Hate Letter To Alcohol (with Fleet Foxes),Premium,25-34,,,,
Post Malone,Pop,837211,51922.28,Spain,2021,Wasting Angels (with The Kid LAROI),Free,45+,,,,
Post Malone,Pop,99399,6040.52,Australia,2022,Euthanasia,Free,45+,,,,
Post Malone,Pop,506286,33968.78,Mexico,2019,When I’m Alone,Premium,18-24,,,,
Post Malone,Pop,347325,17801.36,USA,2024,Waiting For A Miracle,Free,45+,,,,
Post Malone,Pop,81586,3690.62,Germany,2024,One Right Now (with The Weeknd),Free,13-17,,,,
Post Malone,Pop,724601,43644.37,France,2024,"New Recording 12, Jan 3, 2020",Free,13-17,,,,
Post Malone,Pop,158091,6996.62,India,2019,Hollywood's Bleeding,Free,45+,,,,
Post Malone,Pop,312163,21662.09,Brazil,2020,Saint-Tropez,Premium,18-24,,,,
Post Malone,Pop,718833,29788.75,USA,2022,Enemies (feat. DaBaby),Free,35-44,,,,
Post Malone,Pop,603160,23948.16,Japan,2020,Allergic,Premium,25-34,,,,
Post Malone,Pop,847959,46118.31,Canada,2024,A Thousand Bad Times,Premium,35-44,,,,
Post Malone,Pop,321054,21724.46,Spain,2019,Circles,Free,35-44,,,,
Post Malone,Pop,945404,56535.86,USA,2024,Die For Me (feat. Future & Halsey),Premium,13-17,,,,
Post Malone,Pop,437874,24110.99,Japan,2019,On The Road (feat. Meek Mill & Lil Baby),Premium,13-17,,,,
Post Malone,Pop,113803,6496.0,Italy,2021,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Free,45+,,,,
Post Malone,Pop,410977,15880.79,South Korea,2019,I'm Gonna Be,Free,45+,,,,
Post Malone,Pop,968716,44133.82,Spain,2022,Staring At The Sun (feat. SZA),Free,25-34,,,,
Post Malone,Pop,960160,45120.96,Brazil,2021,Sunflower - Spider-Man: Into the Spider-Verse,Premium,35-44,,,,
Post Malone,Pop,446133,27819.4,Brazil,2020,Internet,Free,35-44,,,,
Post Malone,Pop,577059,21337.95,Australia,2019,Goodbyes (feat. Young Thug),Premium,35-44,,,,
Post Malone,Pop,310846,11017.31,Brazil,2023,Myself,Premium,35-44,,,,
Post Malone,Pop,60622,1866.35,Germany,2023,I Know,Premium,45+,,,,
Post Malone,Pop,177958,7296.05,South Africa,2020,Wow.,Free,13-17,,,,
Post Malone,Pop,974525,46753.76,Canada,2024,Paranoid,Premium,13-17,,,,
Post Malone,Pop,120237,5052.06,Mexico,2022,Spoil My Night (feat. Swae Lee),Premium,45+,,,,
Post Malone,Pop,329370,17873.83,South Korea,2019,Rich & Sad,Premium,18-24,,,,
Post Malone,Pop,897642,55105.03,Canada,2023,Zack And Codeine,Premium,35-44,,,,
Post Malone,Pop,961816,54582.41,Netherlands,2024,Takin' Shots,Premium,18-24,,,,
Post Malone,Pop,445367,22602.23,UK,2023,rockstar (feat. 21 Savage),Free,45+,,,,
Post Malone,Pop,535401,37459.24,Italy,2019,Over Now,Premium,18-24,,,,
Post Malone,Pop,868449,36179.3,Brazil,2023,Psycho (feat. Ty Dolla $ign),Free,18-24,,,,
Post Malone,Pop,569293,24972.43,USA,2019,Better Now,Premium,45+,,,,
Post Malone,Pop,125428,7407.07,Germany,2021,Ball For Me (feat. Nicki Minaj),Free,13-17,,,,
Post Malone,Pop,455677,29075.02,Netherlands,2019,Otherside,Premium,25-34,,,,
Post Malone,Pop,567847,28244.97,South Korea,2021,Stay,Premium,13-17,,,,
Post Malone,Pop,354574,18775.16,UK,2020,Blame It On Me,Free,25-34,,,,
Post Malone,Pop,114872,6802.62,Japan,2020,Same Bitches (feat. G-Eazy & YG),Free,13-17,,,,
Post Malone,Pop,352892,22852.55,UK,2023,Jonestown (Interlude),Free,35-44,,,,
Post Malone,Pop,434143,23871.6,Italy,2024,92 Explorer,Free,25-34,,,,
Post Malone,Pop,732336,33707.53,Italy,2019,Candy Paint,Premium,25-34,,,,
Post Malone,Pop,401431,16125.1,India,2022,Sugar Wraith,Free,35-44,,,,
Post Malone,Pop,539976,18720.92,India,2022,Broken Whiskey Glass,Free,25-34,,,,
Post Malone,Pop,283839,17886.19,Netherlands,2024,Big Lie,Premium,35-44,,,,
Post Malone,Pop,52389,1792.31,Mexico,2021,Deja Vu,Premium,13-17,,,,
Post Malone,Pop,418868,16586.19,Canada,2022,No Option,Premium,18-24,,,,
Post Malone,Pop,426632,23813.22,USA,2023,Cold,Premium,45+,,,,
Post Malone,Pop,847100,27203.18,South Africa,2020,White Iverson,Free,35-44,,,,
Post Malone,Pop,978308,60065.59,Netherlands,2019,I Fall Apart,Free,25-34,,,,
Post Malone,Pop,540415,29547.32,Italy,2021,Patient,Free,18-24,,,,
Post Malone,Pop,681017,43107.41,Canada,2021,Go Flex,Premium,35-44,,,,
Post Malone,Pop,810450,45777.54,Canada,2024,Feel,Premium,35-44,,,,
Post Malone,Pop,717205,28932.61,South Africa,2019,Too Young,Premium,25-34,,,,
Post Malone,Pop,888722,53961.22,South Korea,2024,Congratulations,Free,45+,,,,
Post Malone,Pop,55318,2870.57,South Africa,2019,Up There,Premium,35-44,,,,
Post Malone,Pop,961204,58220.76,Germany,2022,"Yours Truly, Austin Post",Premium,25-34,,,,
Post Malone,Pop,272589,10344.06,France,2022,Leave,Free,45+,,,,
Post Malone,Pop,434868,21869.18,South Korea,2021,Hit This Hard,Premium,45+,,,,
Post Malone,Pop,236010,7201.98,India,2024,Money Made Me Do It,Free,13-17,,,,
Post Malone,Pop,831085,38919.93,Australia,2021,Feeling Whitney,Free,45+,,,,
Bad Bunny,reggaeton,540531,33976.69,Japan,2020,NUEVAYoL,Premium,25-34,,,,
Bad Bunny,reggaeton,798607,28466.52,Canada,2023,VOY A LLeVARTE PA PR,Premium,18-24,,,,
Bad Bunny,reggaeton,616256,34210.58,Australia,2022,BAILE INoLVIDABLE,Premium,18-24,,,,
Bad Bunny,reggaeton,532259,21147.54,India,2024,PERFuMITO NUEVO,Premium,18-24,,,,
Bad Bunny,reggaeton,962788,33000.29,USA,2020,WELTiTA,Premium,18-24,,,,
Bad Bunny,reggaeton,843752,53651.38,Italy,2022,VeLDÁ,Premium,25-34,,,,
Bad Bunny,reggaeton,205649,7304.72,Netherlands,2022,EL CLúB,Free,13-17,,,,
Bad Bunny,reggaeton,579738,19078.78,South Africa,2023,KETU TeCRÉ,Premium,13-17,,,,
Bad Bunny,reggaeton,62502,2467.59,Italy,2021,BOKeTE,Premium,13-17,,,,
Bad Bunny,reggaeton,505635,23255.31,Netherlands,2021,KLOuFRENS,Premium,25-34,,,,
Bad Bunny,reggaeton,531484,33577.17,Italy,2021,TURiSTA,Premium,45+,,,,
Bad Bunny,reggaeton,493854,26472.45,Germany,2021,CAFé CON RON,Free,25-34,,,,
Bad Bunny,reggaeton,746994,38468.35,Spain,2024,PIToRRO DE COCO,Free,35-44,,,,
Bad Bunny,reggaeton,138481,5391.72,Mexico,2022,LO QUE LE PASÓ A HAWAii,Free,35-44,,,,
Bad Bunny,reggaeton,582614,26466.89,Mexico,2024,EoO,Free,13-17,,,,
Bad Bunny,reggaeton,757326,49452.38,Mexico,2022,DtMF,Premium,18-24,,,,
Bad Bunny,reggaeton,366505,16445.82,Mexico,2019,LA MuDANZA,Premium,35-44,,,,
Bad Bunny,reggaeton,785806,34332.04,Italy,2023,NADIE SABE,Free,18-24,,,,
Bad Bunny,reggaeton,681209,35659.97,South Africa,2024,MONACO,Free,45+,,,,
Bad Bunny,reggaeton,179901,5609.66,France,2023,FINA,Premium,18-24,,,,
Bad Bunny,reggaeton,165378,7299.56,France,2022,HIBIKI,Premium,35-44,,,,
Bad Bunny,reggaeton,460045,25445.01,Spain,2019,MR. OCTOBER,Premium,35-44,,,,
Bad Bunny,reggaeton,394462,15364.62,Mexico,2021,CYBERTRUCK,Premium,25-34,,,,
Bad Bunny,reggaeton,826683,30608.33,India,2024,VOU 787,Premium,13-17,,,,
Bad Bunny,reggaeton,943990,47033.87,India,2021,SEDA,Premium,13-17,,,,
Bad Bunny,reggaeton,503133,24974.42,Mexico,2022,GRACIAS POR NADA,Free,35-44,,,,
Bad Bunny,reggaeton,696357,26269.86,Mexico,2023,TELEFONO NUEVO,Free,25-34,,,,
Bad Bunny,reggaeton,861490,32430.92,India,2021,BABY NUEVA,Free,18-24,,,,
Bad Bunny,reggaeton,501764,19988.64,Italy,2024,MERCEDES CAROTA,Premium,18-24,,,,
Bad Bunny,reggaeton,826899,51919.22,South Korea,2019,LOS PITS,Free,45+,,,,
Bad Bunny,reggaeton,408451,28001.72,Germany,2023,VUELVE CANDY B,Premium,13-17,,,,
Bad Bunny,reggaeton,363805,13841.05,Netherlands,2023,BATICANO,Premium,13-17,,,,
Bad Bunny,reggaeton,656227,21956.39,UK,2019,NO ME QUIERO CASAR,Premium,25-34,,,,
Bad Bunny,reggaeton,553702,34952.59,France,2022,WHERE SHE GOES,Premium,35-44,,,,
Bad Bunny,reggaeton,467263,15314.55,Spain,2019,THUNDER Y LIGHTNING,Free,35-44,,,,
Bad Bunny,reggaeton,417033,15982.22,France,2019,PERRO NEGRO,Premium,25-34,,,,
Bad Bunny,reggaeton,957169,46338.97,Brazil,2021,EUROPA :),Premium,25-34,,,,
Bad Bunny,reggaeton,509002,29206.69,France,2023,Moscow Mule,Premium,13-17,,,,
Bad Bunny,reggaeton,679146,27603.84,India,2019,Después de la Playa,Free,35-44,,,,
Bad Bunny,reggaeton,580771,22418.63,South Korea,2024,Me Porto Bonito,Free,25-34,,,,
Bad Bunny,reggaeton,785018,48161.31,USA,2019,Tití Me Preguntó,Premium,18-24,,,,
Bad Bunny,reggaeton,689761,35709.04,Netherlands,2022,Un Ratito,Free,45+,,,,
Bad Bunny,reggaeton,667309,45935.99,UK,2022,Yo No Soy Celoso,Free,35-44,,,,
Bad Bunny,reggaeton,289670,15897.84,Germany,2024,Tarot,Free,25-34,,,,
Bad Bunny,reggaeton,763364,46896.25,South Africa,2020,Neverita,Premium,13-17,,,,
Bad Bunny,reggaeton,445119,30399.82,Netherlands,2024,La Corriente,Free,25-34,,,,
Bad Bunny,reggaeton,83163,5715.91,Germany,2024,Efecto,Free,35-44,,,,
Bad Bunny,reggaeton,191629,9966.85,Spain,2023,Party,Free,18-24,,,,
Bad Bunny,reggaeton,406541,14481.31,Netherlands,2024,Aguacero,Free,18-24,,,,
Bad Bunny,reggaeton,637477,31694.28,France,2023,Enséñame a Bailar,Free,18-24,,,,
Bad Bunny,reggaeton,402076,18876.86,Netherlands,2019,Ojitos Lindos,Free,18-24,,,,
Bad Bunny,reggaeton,263131,8440.34,USA,2024,Dos Mil 16,Free,35-44,,,,
Bad Bunny,reggaeton,711091,39038.35,South Africa,2020,El Apagón,Premium,18-24,,,,
Bad Bunny,reggaeton,207102,12041.45,Spain,2022,Otro Atardecer,Premium,13-17,,,,
Bad Bunny,reggaeton,915537,33464.02,Canada,2024,Un Coco,Premium,13-17,,,,
Bad Bunny,reggaeton,817818,53006.99,UK,2019,Andrea,Free,18-24,,,,
Bad Bunny,reggaeton,144454,9131.06,Germany,2019,Me Fui de Vacaciones,Premium,25-34,,,,
Bad Bunny,reggaeton,320026,17496.75,Japan,2023,EL MUNDO ES MÍO,Premium,35-44,,,,
Bad Bunny,reggaeton,186317,6773.68,Canada,2022,TE MUDASTE,Free,45+,,,,
Bad Bunny,reggaeton,176946,9071.37,South Africa,2019,HOY COBRÉ,Premium,25-34,,,,
Bad Bunny,reggaeton,268162,10865.05,UK,2023,MALDITA POBREZA,Premium,13-17,,,,
Bad Bunny,reggaeton,689962,47222.48,Mexico,2022,LA NOCHE DE ANOCHE,Free,35-44,,,,
Bad Bunny,reggaeton,91883,3301.26,Canada,2019,TE DESEO LO MEJOR,Premium,35-44,,,,
Bad Bunny,reggaeton,275725,13204.08,USA,2022,YO VISTO ASÍ,Premium,18-24,,,,
Bad Bunny,reggaeton,540852,37491.09,Germany,2023,HACIENDO QUE ME AMAS,Premium,35-44,,,,
Bad Bunny,reggaeton,381658,15975.46,Canada,2019,BOOKER T,Premium,25-34,,,,
Bad Bunny,reggaeton,218662,14155.47,South Africa,2021,LA DROGA,Premium,35-44,,,,
Bad Bunny,reggaeton,539846,25416.59,Canada,2022,DÁKITI,Free,25-34,,,,
Bad Bunny,reggaeton,991398,41562.35,USA,2022,TRELLAS,Free,25-34,,,,
Bad Bunny,reggaeton,944997,58470.02,Brazil,2024,SORRY PAPI,Free,35-44,,,,
Bad Bunny,reggaeton,469029,20488.62,Spain,2019,120,Premium,18-24,,,,
Bad Bunny,reggaeton,359676,16408.97,South Korea,2024,ANTES QUE SE ACABE,Premium,35-44,,,,
Bad Bunny,reggaeton,199038,6305.46,Germany,2023,CANTARES DE NAVIDAD,Premium,18-24,,,,
Bad Bunny,reggaeton,146934,5902.43,USA,2019,SI ELLA SALE,Free,18-24,,,,
Bad Bunny,reggaeton,407087,21054.38,Canada,2024,MÁS DE UNA CITA,Premium,18-24,,,,
Bad Bunny,reggaeton,748287,28861.76,Brazil,2021,BYE ME FUI,Premium,25-34,,,,
Bad Bunny,reggaeton,708514,25882.5,South Africa,2020,CANCIÓN CON YANDEL,Premium,35-44,,,,
Bad Bunny,reggaeton,323901,14434.19,South Africa,2019,PA' ROMPERLA,Free,25-34,,,,
Bad Bunny,reggaeton,792426,43812.11,Mexico,2024,BAD CON NICKY,Premium,25-34,,,,
Bad Bunny,reggaeton,831649,44571.06,Spain,2022,BENDICIONES,Premium,18-24,,,,
Bad Bunny,reggaeton,407693,17662.02,Mexico,2019,CÓMO SE SIENTE - Remix,Premium,13-17,,,,
Bad Bunny,reggaeton,615796,22581.75,Japan,2022,RONCA FREESTYLE,Free,35-44,,,,
Bad Bunny,reggaeton,618354,19254.3,Brazil,2023,EN CASITA,Free,13-17,,,,
Bad Bunny,reggaeton,103466,3248.72,UK,2024,Si Veo a Tu Mamá,Free,13-17,,,,
Bad Bunny,reggaeton,88461,4315.66,Canada,2024,La Difícil,Free,25-34,,,,
Bad Bunny,reggaeton,849301,33390.37,France,2021,Pero Ya No,Free,45+,,,,
Bad Bunny,reggaeton,433075,13340.21,USA,2024,La Santa,Free,35-44,,,,
Bad Bunny,reggaeton,608385,27966.53,Japan,2021,Yo Perreo Sola,Premium,25-34,,,,
Bad Bunny,reggaeton,801533,33684.52,Brazil,2021,Bichiyal,Premium,45+,,,,
Bad Bunny,reggaeton,871733,28595.9,Spain,2021,Soliá,Premium,45+,,,,
Bad Bunny,reggaeton,939371,31069.53,Spain,2023,La Zona,Free,45+,,,,
Bad Bunny,reggaeton,714720,30616.05,USA,2021,Que Malo,Premium,25-34,,,,
Bad Bunny,reggaeton,292466,18598.49,India,2020,Vete,Premium,18-24,,,,
Bad Bunny,reggaeton,849797,27053.07,Brazil,2019,Ignorantes,Free,35-44,,,,
Bad Bunny,reggaeton,728214,22575.03,France,2020,A Tu Merced,Premium,35-44,,,,
Bad Bunny,reggaeton,595922,25729.39,Japan,2023,Una Vez,Free,35-44,,,,
Bad Bunny,reggaeton,107474,4249.74,Mexico,2020,Safaera,Premium,13-17,,,,
Bad Bunny,reggaeton,709006,22051.8,South Korea,2021,25/8,Premium,25-34,,,,
Bad Bunny,reggaeton,829758,26314.92,Australia,2020,Está Cabrón Ser Yo,Premium,45+,,,,
Bad Bunny,reggaeton,928239,32366.96,Mexico,2024,Puesto Pa' Guerrial,Premium,13-17,,,,
Bad Bunny,reggaeton,786248,33434.31,Mexico,2019,P FKN R,Free,13-17,,,,
Bad Bunny,reggaeton,742083,30507.02,South Africa,2022,Hablamos Mañana,Premium,35-44,,,,
Bad Bunny,reggaeton,998910,63023.35,South Africa,2019,<3,Free,18-24,,,,
Bad Bunny,reggaeton,233480,12414.82,India,2023,MOJAITA,Free,25-34,,,,
Bad Bunny,reggaeton,868691,52998.19,Australia,2022,YO LE LLEGO,Premium,35-44,,,,
Bad Bunny,reggaeton,354635,23340.33,UK,2020,CUIDAO POR AHÍ,Premium,45+,,,,
Bad Bunny,reggaeton,966845,62174.96,Australia,2024,QUE PRETENDES,Premium,25-34,,,,
Bad Bunny,reggaeton,881453,31473.37,Mexico,2021,LA CANCIÓN,Free,45+,,,,
Bad Bunny,reggaeton,912041,51943.0,Canada,2023,UN PESO,Free,35-44,,,,
Bad Bunny,reggaeton,905803,41830.14,South Korea,2021,ODIO,Premium,25-34,,,,
Bad Bunny,reggaeton,414473,14711.15,Brazil,2021,COMO UN BEBÉ,Premium,45+,,,,
Bad Bunny,reggaeton,575303,22441.37,Germany,2022,NI BIEN NI MAL,Free,18-24,,,,
Bad Bunny,reggaeton,445073,13460.81,Japan,2024,200 Mph,Premium,25-34,,,,
Bad Bunny,reggaeton,806815,30069.27,Brazil,2024,¿Quien Tu Eres?,Premium,45+,,,,
Bad Bunny,reggaeton,628321,41141.48,Brazil,2021,Caro,Free,13-17,,,,
Bad Bunny,reggaeton,246824,15358.22,Germany,2022,Tenemos Que Hablar,Free,25-34,,,,
Bad Bunny,reggaeton,774579,25287.0,South Korea,2020,Otra Noche en Miami,Free,45+,,,,
Bad Bunny,reggaeton,867804,38242.57,Japan,2024,Ser Bichote,Free,13-17,,,,
Bad Bunny,reggaeton,318357,19819.25,Mexico,2019,Si Estuviésemos Juntos,Free,25-34,,,,
Bad Bunny,reggaeton,432888,21855.62,UK,2023,Solo de Mi,Free,18-24,,,,
Bad Bunny,reggaeton,233372,10619.08,Germany,2024,Cuando Perriabas,Free,25-34,,,,
Bad Bunny,reggaeton,195102,11054.01,South Korea,2019,La Romana,Free,25-34,,,,
Bad Bunny,reggaeton,947691,28515.63,Mexico,2022,Como Antes,Premium,13-17,,,,
Bad Bunny,reggaeton,451650,26546.2,Canada,2022,RLNDT,Premium,45+,,,,
Bad Bunny,reggaeton,871679,54445.2,UK,2021,Estamos Bien,Free,45+,,,,
Bad Bunny,reggaeton,109418,3701.31,Germany,2021,MIA,Free,18-24,,,,
Bad Bunny,reggaeton,612812,25913.31,USA,2024,PIToRRO DE COCO,Premium,13-17,,,,
Bad Bunny,reggaeton,422611,25564.0,Canada,2024,EL CLúB,Free,45+,,,,
Olivia Rodrigo,Pop,900289,39274.14,Brazil,2020,all-american bitch,Premium,13-17,,,,
Olivia Rodrigo,Pop,691543,46702.34,Germany,2022,bad idea right?,Premium,35-44,,,,
Olivia Rodrigo,Pop,544979,17684.64,South Africa,2019,vampire,Premium,45+,,,,
Olivia Rodrigo,Pop,61204,2378.62,France,2024,lacy,Free,13-17,,,,
Olivia Rodrigo,Pop,605704,19202.95,Japan,2020,ballad of a homeschooled girl,Free,18-24,,,,
Olivia Rodrigo,Pop,674094,41394.81,Australia,2022,making the bed,Premium,45+,,,,
Olivia Rodrigo,Pop,70333,4048.17,Netherlands,2020,logical,Premium,13-17,,,,
Olivia Rodrigo,Pop,433175,18689.89,Germany,2020,get him back!,Free,13-17,,,,
Olivia Rodrigo,Pop,785119,30302.64,UK,2023,love is embarrassing,Premium,13-17,,,,
Olivia Rodrigo,Pop,229429,9524.62,Spain,2020,the grudge,Free,18-24,,,,
Olivia Rodrigo,Pop,993904,42364.37,USA,2021,pretty isn’t pretty,Premium,45+,,,,
Olivia Rodrigo,Pop,780087,47321.05,Australia,2019,teenage dream,Premium,45+,,,,
Olivia Rodrigo,Pop,211535,11190.59,India,2020,obsessed,Premium,25-34,,,,
